      20,   0.021547,   0.491180,  -0.854972
      36,   0.028871,   0.493377,  -0.859855
      52,   0.034487,   0.489959,  -0.855094
      67,   0.033999,   0.492645,  -0.861564
      83,   0.030336,   0.498627,  -0.874138
      98,   0.028993,   0.493133,  -0.876824
     114,   0.030703,   0.499481,  -0.889764
     130,   0.028139,   0.496429,  -0.887933
     145,   0.030581,   0.483001,  -0.873649
     161,   0.027895,   0.480803,  -0.872185
     177,   0.030336,   0.469450,  -0.866203
     192,   0.031191,   0.489227,  -0.884148
     209,   0.027895,   0.535128,  -0.850943
     223,   0.028017,   0.556369,  -0.835439
     240,   0.028139,   0.559788,  -0.843374
     255,   0.027406,   0.544894,  -0.836172
     270,   0.025087,   0.527193,  -0.860709
     286,   0.028017,   0.505951,  -0.859122
     302,   0.027284,   0.503388,  -0.866203
     317,   0.026430,   0.480193,  -0.864372
     333,   0.030092,   0.478972,  -0.878655
     350,   0.028749,   0.478484,  -0.873283
     364,   0.027895,   0.496063,  -0.866813
     380,   0.030092,   0.513276,  -0.857657
     396,   0.029482,   0.519014,  -0.857413
     411,   0.029238,   0.525362,  -0.848013
     427,   0.029604,   0.531832,  -0.847891
     442,   0.029970,   0.521699,  -0.853263
     458,   0.027651,   0.517305,  -0.854117
     473,   0.027895,   0.524629,  -0.853629
     490,   0.028749,   0.521821,  -0.854361
     505,   0.029604,   0.514985,  -0.856314
     520,   0.029970,   0.506562,  -0.860587
     536,   0.032412,   0.499969,  -0.861930
     552,   0.030092,   0.499725,  -0.867301
     567,   0.023134,   0.491180,  -0.869865
     583,   0.028993,   0.477019,  -0.877434
     598,   0.028261,   0.499359,  -0.869621
     614,   0.030458,   0.494842,  -0.872063
     630,   0.032167,   0.499359,  -0.865592
     645,   0.030581,   0.517427,  -0.857657
     677,   0.031191,   0.509492,  -0.855460
     692,   0.030581,   0.514497,  -0.857535
     708,   0.031923,   0.523408,  -0.852652
     724,   0.029482,   0.517793,  -0.854361
     739,   0.031191,   0.515351,  -0.858756
     755,   0.027529,   0.499847,  -0.867912
     770,   0.029116,   0.485808,  -0.869987
     786,   0.027895,   0.491668,  -0.875114
     802,   0.028871,   0.500092,  -0.864250
     817,   0.033754,   0.520478,  -0.855582
     833,   0.028505,   0.521821,  -0.854361
     849,   0.028749,   0.492157,  -0.870964
     864,   0.029726,   0.497650,  -0.864860
     880,   0.032534,   0.513276,  -0.860221
     895,   0.028871,   0.521089,  -0.855826
     911,   0.028139,   0.521577,  -0.857779
     927,   0.025575,   0.522188,  -0.855216
     942,   0.030336,   0.525362,  -0.849234
     958,   0.032778,   0.525118,  -0.844839
     974,   0.029848,   0.510590,  -0.858390
     989,   0.028627,   0.491424,  -0.870598
    1005,   0.027040,   0.491912,  -0.870475
    1020,   0.027895,   0.487273,  -0.868034
    1036,   0.031801,   0.494598,  -0.868888
    1052,   0.031435,   0.499847,  -0.862540
    1067,   0.029482,   0.511323,  -0.858390
    1083,   0.028871,   0.514253,  -0.855704
    1099,   0.028017,   0.513764,  -0.858634
    1114,   0.031069,   0.514253,  -0.857901
    1130,   0.029360,   0.518647,  -0.859244
    1146,   0.031679,   0.519502,  -0.851553
    1161,   0.033022,   0.507905,  -0.859733
    1177,   0.026064,   0.504120,  -0.863395
    1192,   0.027895,   0.496185,  -0.862296
    1208,   0.028139,   0.517427,  -0.859244
    1224,   0.030092,   0.517793,  -0.853995
    1239,   0.026918,   0.523286,  -0.853507
    1255,   0.024232,   0.499359,  -0.864005
