      14,   0.023988,   0.976683,   0.216261
      30,   0.022768,   0.985229,   0.219923
      46,   0.024232,   0.988891,   0.227126
      61,   0.021669,   0.990966,   0.228346
      77,   0.022279,   0.985229,   0.216261
      93,   0.024721,   0.980834,   0.217237
     108,   0.019593,   0.996704,   0.224196
     124,   0.021547,   0.995727,   0.227980
     139,   0.023988,   0.988158,   0.222975
     155,   0.018495,   0.984130,   0.222243
     171,   0.017274,   0.989257,   0.223952
     186,   0.019349,   0.981078,   0.225294
     202,   0.024843,   0.981566,   0.221388
     218,   0.022157,   0.984984,   0.223585
     233,   0.024110,   0.985351,   0.226149
     249,   0.027406,   0.986449,   0.214063
     264,   0.022035,   0.985961,   0.221510
     280,   0.019471,   0.984984,   0.221754
     296,   0.022768,   0.985351,   0.222487
     311,   0.022523,   0.982909,   0.218580
     327,   0.022523,   0.985473,   0.222853
     343,   0.025819,   0.980345,   0.221998
     358,   0.023012,   0.988403,   0.225661
     374,   0.024965,   0.985351,   0.222853
     390,   0.026430,   0.985106,   0.222487
     405,   0.022768,   0.986083,   0.220289
     421,   0.027040,   0.974608,   0.229323
     436,   0.027773,   1.000977,   0.241775
     452,   0.027895,   0.982787,   0.209058
     468,   0.028261,   0.985595,   0.214430
     484,   0.023134,   0.986449,   0.222853
     499,   0.042544,   0.998413,   0.171824
     515,   0.018617,   1.008912,   0.209180
     530,   0.014344,   0.981322,   0.205640
     546,   0.067814,   0.993652,   0.219435
     561,   0.122261,   0.986694,   0.209913
     577,   0.065861,   0.991577,   0.189037
     593,  -0.021425,   0.982909,   0.258866
     608,  -0.022401,   0.982787,   0.239456
     625,  -0.014832,   0.994384,   0.242141
     639,   0.006043,   0.972533,   0.232863
     655,   0.031801,   0.976683,   0.242874
     671,   0.091253,   0.986694,   0.217970
     686,   0.124947,   0.976927,   0.242752
     702,   0.101752,   0.992187,   0.254349
     718,  -0.170359,   0.984740,   0.261796
     733,  -0.022279,   0.995117,   0.176585
     749,   0.029604,   0.984984,   0.223463
     764,   0.025331,   0.983520,   0.217237
     780,   0.027773,   0.987060,   0.213819
     796,   0.037417,   0.983764,   0.231765
     811,   0.064762,   0.977416,   0.245315
     827,   0.059635,   0.980712,   0.229934
     843,   0.015687,   0.987670,   0.221876
     858,   0.024232,   0.985229,   0.222121
     874,   0.027895,   0.991333,   0.190380
     889,   0.023134,   1.003662,   0.155344
     905,   0.027040,   0.990966,   0.193676
     921,  -0.005799,   0.996338,   0.192089
     936,   0.032045,   1.056522,   0.190624
     952,   0.017640,   1.099738,   0.120796
     968,  -0.005066,   1.144052,   0.154001
     983,   0.030947,   1.315205,   0.192333
     999,   0.051944,   1.365501,   0.194287
    1015,   0.040103,   1.399438,   0.208570
    1031,   0.023988,   1.523714,   0.261063
    1046,   0.024354,   1.626625,   0.289629
    1062,   0.027284,   1.658610,   0.296100
    1077,   0.018006,   1.716230,   0.317341
    1093,   0.028505,   1.689862,   0.303302
    1109,   0.023622,   1.655680,   0.300006
    1124,   0.033632,   1.631875,   0.321370
    1140,   0.041201,   1.705610,   0.324422
    1155,   0.023866,   1.735641,   0.370201
    1171,   0.021547,   1.661661,   0.384728
    1187,   0.031435,   1.489776,   0.344931
    1202,   0.052310,   1.422389,   0.320759
    1218,   0.058170,   1.425685,   0.330892
    1234,   0.021791,   1.437649,   0.325154
    1250,  -0.005677,   1.439602,   0.325154
    1265,  -0.029848,   1.420192,   0.319294
    1281,  -0.055118,   1.378319,   0.315022
    1296,  -0.046939,   1.307148,   0.309406
    1312,  -0.002869,   1.193860,   0.320149
    1327,   0.053653,   1.141854,   0.344931
    1344,   0.149240,   1.150156,   0.365928
    1359,   0.076726,   1.033449,   0.323201
    1375,   0.034365,   0.884637,   0.290484
    1390,   0.114692,   0.799426,   0.334920
    1406,   0.162547,   0.757187,   0.368492
    1421,   0.124458,   0.661356,   0.333700
    1437,   0.098822,   0.601782,   0.310749
    1453,   0.088079,   0.569065,   0.280962
    1468,   0.026796,   0.475066,   0.260453
    1485,   0.025453,   0.435757,   0.202466
    1500,   0.027773,   0.402063,   0.185009
    1515,   0.053897,   0.396081,   0.155832
    1531,   0.056095,   0.402307,   0.149484
    1547,   0.046329,   0.429653,   0.109687
    1562,   0.015077,   0.441128,   0.103583
    1578,  -0.019960,   0.458463,   0.047671
    1593,   0.010804,   0.536349,   0.024599
    1609,   0.043521,   0.598975,   0.013490
    1625,  -0.005432,   0.616798,  -0.018373
    1640,  -0.029360,   0.611915,  -0.037051
    1656,  -0.046206,   0.565647,  -0.038760
    1671,  -0.033510,   0.582006,  -0.059025
    1687,  -0.029848,   0.586278,  -0.061222
    1703,  -0.025209,   0.591650,  -0.063297
    1718,  -0.008606,   0.704694,  -0.074040
    1734,  -0.039370,   0.805530,  -0.055973
    1749,  -0.032167,   0.917231,  -0.046206
    1765,  -0.043154,   0.913569,  -0.042422
    1781,  -0.028139,   0.914179,  -0.044131
    1796,   0.042666,   1.059086,  -0.012025
    1812,   0.044375,   1.099738,   0.008729
    1828,   0.017030,   1.059696,   0.014100
    1843,   0.050235,   0.975829,   0.049991
    1859,   0.064640,   1.019166,   0.063786
    1874,   0.068303,   1.046390,   0.064274
    1890,   0.043154,   1.047976,   0.067448
    1906,   0.027406,   1.014894,   0.089300
    1921,   0.011658,   1.003296,   0.105414
    1937,   0.053165,   0.999756,   0.111884
    1953,   0.062931,   1.015138,   0.094793
    1968,   0.022523,   1.036745,   0.084783
    1984,  -0.002258,   1.037356,   0.095038
    1999,  -0.022890,   0.954099,   0.097479
    2015,  -0.000061,   0.925166,   0.090887
    2031,   0.011903,   0.922969,   0.082708
    2046,   0.033999,   0.943966,   0.077092
    2062,   0.031191,   0.985839,   0.063908
    2078,   0.029238,   0.993164,   0.051090
    2093,   0.012513,   0.999023,   0.043032
    2109,  -0.000183,   1.002808,   0.031069
    2124,  -0.010071,   0.993408,   0.042056
    2140,   0.007752,   0.980956,   0.047671
    2156,   0.010682,   0.997803,   0.047793
    2171,  -0.007019,   0.991455,   0.049991
    2187,  -0.018129,   0.973875,   0.052554
    2202,  -0.006287,   0.956907,   0.033754
    2218,   0.000183,   0.970335,   0.034121
    2234,   0.011292,   0.972533,   0.044009
    2249,   0.013612,   0.949582,   0.058903
    2265,   0.009217,   0.909662,   0.049502
    2281,   0.002991,   0.882439,   0.041812
    2296,   0.003357,   0.848868,   0.030458
    2312,   0.010560,   0.828359,   0.029238
    2328,   0.016786,   0.804187,   0.021303
    2344,   0.016419,   0.804431,   0.018739
    2359,   0.060245,   0.772081,  -0.028505
    2374,   0.057926,   0.760361,  -0.053043
    2390,   0.054508,   0.722151,  -0.083318
    2406,   0.033144,   0.684063,  -0.082464
    2421,   0.010926,   0.624000,  -0.075261
    2437,   0.002380,   0.434047,  -0.054386
    2453,  -0.028017,   0.344687,  -0.024721
    2468,  -0.041445,   0.291827,  -0.029482
    2485,  -0.043521,   0.287188,  -0.043643
    2499,  -0.033266,   0.331502,  -0.044986
    2515,   0.031191,   0.467863,  -0.101141
    2531,   0.000305,   0.469450,  -0.113105
    2546,  -0.004578,   0.522188,  -0.034853
    2562,   0.015565,   0.598975,  -0.002869
    2577,   0.018739,   0.676616,  -0.003968
    2593,   0.033388,   0.718733,   0.030092
    2609,  -0.078069,   0.753037,   0.065739
    2626,  -0.085882,   0.771715,   0.074284
    2640,  -0.022767,   0.857169,   0.097357
    2656,   0.038149,   0.934566,   0.178172
    2671,   0.009583,   1.048465,   0.257279
    2687,  -0.060490,   1.172618,   0.315144
    2702,  -0.087469,   1.350119,   0.408533
    2718,  -0.025819,   1.373314,   0.439053
    2734,  -0.048648,   1.631508,   0.521943
    2750,  -0.171947,   1.779711,   0.551608
    2765,  -0.182079,   1.800586,   0.546603
    2781,  -0.151560,   1.783007,   0.548679
    2796,  -0.101141,   1.757737,   0.565647
    2812,  -0.035342,   1.728560,   0.566624
    2827,   0.012391,   1.715986,   0.538180
    2843,   0.026186,   1.678508,   0.514375
    2859,   0.015687,   1.650186,   0.478972
    2874,  -0.048526,   1.628334,   0.407923
    2890,  -0.082341,   1.599890,   0.376427
    2906,  -0.096991,   1.480132,   0.399744
    2921,   0.028871,   1.235610,   0.377403
    2937,   0.105292,   1.078740,   0.250320
    2953,   0.096747,   1.071049,   0.179515
    2968,   0.053409,   1.078740,   0.211500
    2984,   0.037905,   1.072148,   0.219435
    3000,  -0.076726,   0.949216,   0.234572
    3015,  -0.023134,   0.885125,   0.222731
    3031,  -0.003845,   0.898309,   0.221388
    3046,   0.133004,   1.087163,   0.223952
    3062,   0.128365,   1.151987,   0.238113
    3077,   0.049991,   1.077886,   0.224074
    3093,  -0.008118,   0.933101,   0.221022
    3109,   0.006653,   0.931148,   0.234206
    3125,   0.058170,   1.025514,   0.251053
    3141,   0.053897,   1.042239,   0.272416
    3156,   0.042422,   1.010010,   0.267900
    3171,   0.037417,   0.981078,   0.269365
    3187,   0.039126,   0.953610,   0.264237
    3203,   0.045352,   0.922969,   0.262162
    3218,   0.042056,   0.880730,   0.254349
    3234,   0.028383,   0.916621,   0.263139
    3249,   0.061344,   1.033327,   0.284624
    3265,   0.056583,   1.031008,   0.313923
    3281,   0.047061,   0.986571,   0.288409
    3296,   0.051212,   0.949460,   0.311604
    3312,   0.227858,   2.151804,   0.782702
    3328,   0.042422,   1.005371,   0.295733
    3344,   0.037783,   0.997192,   0.264237
    3359,  -0.005555,   1.000732,   0.228346
    3374,   0.006165,   0.993408,   0.226637
    3390,  -0.010316,   0.983642,   0.253983
    3406,   0.023378,   0.967039,   0.243606
    3421,   0.001404,   0.891229,   0.274736
    3437,   0.015199,   0.993164,   0.250565
    3453,   0.060001,   0.974486,   0.199292
    3468,   0.036929,   0.952268,   0.249344
    3484,   0.028993,   0.954465,   0.221144
    3499,   0.043399,   0.982909,   0.201489
    3515,   0.040469,   0.977293,   0.251785
    3531,   0.018617,   0.988647,   0.220900
    3546,   0.032534,   0.975340,   0.249100
    3562,   0.047061,   0.996826,   0.177562
    3577,  -0.009461,   0.973509,   0.274858
    3593,  -0.005921,   0.980101,   0.254959
    3609,   0.012635,   0.979491,   0.234084
    3625,   0.016053,   0.981200,   0.222365
    3640,   0.045718,   0.997070,   0.182445
    3656,   0.028261,   0.986327,   0.214308
    3672,   0.020936,   0.984130,   0.219313
    3687,   0.025331,   0.988281,   0.221144
    3703,   0.024354,   0.983397,   0.219801
    3718,   0.026308,   0.985106,   0.220900
    3734,   0.020570,   0.983275,   0.225539
    3750,   0.025453,   0.989135,   0.220045
    3765,   0.023500,   0.987304,   0.222243
    3781,   0.025087,   0.985351,   0.219679
    3796,   0.021303,   0.990478,   0.222853
    3812,   0.024965,   0.984008,   0.223952
    3828,   0.022279,   0.990356,   0.221754
    3843,   0.023134,   0.987548,   0.221022
    3859,   0.021669,   0.986327,   0.223463
    3875,   0.025087,   0.986205,   0.221876
    3890,   0.023378,   0.982665,   0.220900
    3906,   0.021669,   0.985229,   0.226149
    3921,   0.021913,   0.988647,   0.225905
    3937,   0.024110,   0.990112,   0.219313
    3953,   0.022523,   0.978758,   0.218092
    3968,   0.021058,   0.987182,   0.219801
    3984,   0.019349,   0.978514,   0.221754
